plant_id_eia,report_date,fuel_type_code_pudl,fuel_consumed_for_electricity_mmbtu,net_generation_mwh,plant_name_eia,city
6559,2001-06-01,oil,163.0,14.0,George M Sullivan,Anchorage
6559,2001-07-01,oil,53.0,4.0,George M Sullivan,Anchorage
6559,2001-08-01,oil,0.0,0.0,George M Sullivan,Anchorage
6559,2001-09-01,oil,2452.0,210.0,George M Sullivan,Anchorage
6559,2001-10-01,oil,718.0,60.0,George M Sullivan,Anchorage
6559,2001-11-01,oil,0.0,0.0,George M Sullivan,Anchorage
6559,2001-12-01,oil,0.0,0.0,George M Sullivan,Anchorage
6559,2001-01-01,gas,869185.0,91574.0,George M Sullivan,Anchorage
6559,2001-02-01,gas,729212.0,78389.0,George M Sullivan,Anchorage
6559,2001-03-01,gas,714342.0,72344.0,George M Sullivan,Anchorage
6559,2001-04-01,gas,615513.0,64312.0,George M Sullivan,Anchorage
6559,2001-05-01,gas,646356.0,65140.0,George M Sullivan,Anchorage
6559,2001-06-01,gas,651101.0,52370.0,George M Sullivan,Anchorage
6559,2001-07-01,gas,577793.0,59631.0,George M Sullivan,Anchorage
6559,2001-08-01,gas,802086.0,65415.0,George M Sullivan,Anchorage
6559,2001-09-01,gas,523532.0,55071.0,George M Sullivan,Anchorage
6559,2001-10-01,gas,578380.0,56856.0,George M Sullivan,Anchorage
6559,2001-11-01,gas,665607.0,69809.0,George M Sullivan,Anchorage
6559,2001-12-01,gas,699231.0,75329.0,George M Sullivan,Anchorage
7367,2001-01-01,hydro,229227.27,22184.0,Bradley Lake,Homer
7367,2001-02-01,hydro,187946.94,18189.0,Bradley Lake,Homer
7367,2001-03-01,hydro,204345.41,19776.0,Bradley Lake,Homer
7367,2001-04-01,hydro,70915.38,6863.0,Bradley Lake,Homer
7367,2001-05-01,hydro,135992.61,13161.0,Bradley Lake,Homer
7367,2001-06-01,hydro,338343.75,32744.0,Bradley Lake,Homer
7367,2001-07-01,hydro,381721.69,36942.0,Bradley Lake,Homer
7367,2001-08-01,hydro,383054.64,37071.0,Bradley Lake,Homer
7367,2001-09-01,hydro,616528.78,59666.0,Bradley Lake,Homer
7367,2001-10-01,hydro,485165.35,46953.0,Bradley Lake,Homer
7367,2001-11-01,hydro,225197.4,21794.0,Bradley Lake,Homer
7367,2001-12-01,hydro,313482.55,30338.0,Bradley Lake,Homer
7506,2001-01-01,oil,157.0,12.295,Healy Lake,Healy Lake
7506,2001-02-01,oil,135.0,10.533000000000001,Healy Lake,Healy Lake
7506,2001-03-01,oil,146.0,11.44,Healy Lake,Healy Lake
7506,2001-04-01,oil,128.0,10.029,Healy Lake,Healy Lake
7506,2001-05-01,oil,126.0,9.836,Healy Lake,Healy Lake
7506,2001-06-01,oil,127.0,9.942,Healy Lake,Healy Lake
7506,2001-07-01,oil,134.0,10.452,Healy Lake,Healy Lake
7506,2001-08-01,oil,133.0,10.39,Healy Lake,Healy Lake
7506,2001-09-01,oil,157.0,12.273000000000001,Healy Lake,Healy Lake
7506,2001-10-01,oil,151.0,11.784,Healy Lake,Healy Lake
7506,2001-11-01,oil,156.0,12.205,Healy Lake,Healy Lake
7506,2001-12-01,oil,177.0,13.823,Healy Lake,Healy Lake
50308,2001-01-01,coal,176182.0,5745.086,Utility Plants Section,Fort Wainwright
50308,2001-02-01,coal,321155.0,10472.471,Utility Plants Section,Fort Wainwright
50308,2001-03-01,coal,322162.0,10505.3,Utility Plants Section,Fort Wainwright
50308,2001-04-01,coal,153027.0,4990.018,Utility Plants Section,Fort Wainwright
50308,2001-05-01,coal,152020.0,4957.189,Utility Plants Section,Fort Wainwright
50308,2001-06-01,coal,122824.0,4005.146,Utility Plants Section,Fort Wainwright
50308,2001-07-01,coal,284912.0,9290.625,Utility Plants Section,Fort Wainwright
50308,2001-08-01,coal,409749.0,13361.429,Utility Plants Section,Fort Wainwright
50308,2001-09-01,coal,377533.0,12310.899,Utility Plants Section,Fort Wainwright
50308,2001-10-01,coal,210412.0,6861.274,Utility Plants Section,Fort Wainwright
50308,2001-11-01,coal,110743.0,3611.197,Utility Plants Section,Fort Wainwright
50308,2001-12-01,coal,109736.0,3578.3680000000004,Utility Plants Section,Fort Wainwright
50392,2001-01-01,oil,3370.0,213.43300000000002,Eielson Air Force Base Central,Eielson AFB
50392,2001-02-01,oil,6143.0,389.059,Eielson Air Force Base Central,Eielson AFB
50392,2001-03-01,oil,6163.0,390.278,Eielson Air Force Base Central,Eielson AFB
50392,2001-04-01,oil,2927.0,185.382,Eielson Air Force Base Central,Eielson AFB
50392,2001-05-01,oil,2908.0,184.163,Eielson Air Force Base Central,Eielson AFB
50392,2001-06-01,oil,2350.0,148.794,Eielson Air Force Base Central,Eielson AFB
50392,2001-07-01,oil,5450.0,345.15200000000004,Eielson Air Force Base Central,Eielson AFB
50392,2001-08-01,oil,7838.0,496.385,Eielson Air Force Base Central,Eielson AFB
50392,2001-09-01,oil,7222.0,457.357,Eielson Air Force Base Central,Eielson AFB
50392,2001-10-01,oil,4025.0,254.9,Eielson Air Force Base Central,Eielson AFB
50392,2001-11-01,oil,2118.0,134.15800000000002,Eielson Air Force Base Central,Eielson AFB
50392,2001-12-01,oil,2099.0,132.939,Eielson Air Force Base Central,Eielson AFB
50392,2001-01-01,coal,148906.0,5077.683,Eielson Air Force Base Central,Eielson AFB
50392,2001-02-01,coal,271434.0,9255.891,Eielson Air Force Base Central,Eielson AFB
50392,2001-03-01,coal,272285.0,9284.906,Eielson Air Force Base Central,Eielson AFB
50392,2001-04-01,coal,129336.0,4410.33,Eielson Air Force Base Central,Eielson AFB
50392,2001-05-01,coal,128485.0,4381.3150000000005,Eielson Air Force Base Central,Eielson AFB
50392,2001-06-01,coal,103809.0,3539.87,Eielson Air Force Base Central,Eielson AFB
50392,2001-07-01,coal,240802.0,8211.339,Eielson Air Force Base Central,Eielson AFB
50392,2001-08-01,coal,346313.0,11809.24,Eielson Air Force Base Central,Eielson AFB
50392,2001-09-01,coal,319084.0,10880.749,Eielson Air Force Base Central,Eielson AFB
50392,2001-10-01,coal,177836.0,6064.204000000001,Eielson Air Force Base Central,Eielson AFB
50392,2001-11-01,coal,93598.0,3191.686,Eielson Air Force Base Central,Eielson AFB
50392,2001-12-01,coal,92747.0,3162.6710000000003,Eielson Air Force Base Central,Eielson AFB
50711,2001-01-01,oil,2503.0,402.269,University of Alaska Fairbanks,Fairbanks
50711,2001-02-01,oil,4562.0,733.28,University of Alaska Fairbanks,Fairbanks
50711,2001-03-01,oil,4577.0,735.5780000000001,University of Alaska Fairbanks,Fairbanks
50711,2001-04-01,oil,2174.0,349.4,University of Alaska Fairbanks,Fairbanks
50711,2001-05-01,oil,2160.0,347.101,University of Alaska Fairbanks,Fairbanks
50711,2001-06-01,oil,1745.0,280.439,University of Alaska Fairbanks,Fairbanks
50711,2001-07-01,oil,4047.0,650.527,University of Alaska Fairbanks,Fairbanks
50711,2001-08-01,oil,5821.0,935.5640000000001,University of Alaska Fairbanks,Fairbanks
50711,2001-09-01,oil,5363.0,862.0060000000001,University of Alaska Fairbanks,Fairbanks
50711,2001-10-01,oil,2989.0,480.425,University of Alaska Fairbanks,Fairbanks
50711,2001-11-01,oil,1573.0,252.855,University of Alaska Fairbanks,Fairbanks
50711,2001-12-01,oil,1559.0,250.556,University of Alaska Fairbanks,Fairbanks
50711,2001-01-01,coal,29206.0,3005.619,University of Alaska Fairbanks,Fairbanks
50711,2001-02-01,coal,53238.0,5478.813,University of Alaska Fairbanks,Fairbanks
50711,2001-03-01,coal,53405.0,5495.988,University of Alaska Fairbanks,Fairbanks
50711,2001-04-01,coal,25367.0,2610.594,University of Alaska Fairbanks,Fairbanks
50711,2001-05-01,coal,25200.0,2593.4190000000003,University of Alaska Fairbanks,Fairbanks
50711,2001-06-01,coal,20361.0,2095.346,University of Alaska Fairbanks,Fairbanks
50711,2001-07-01,coal,47230.0,4860.515,University of Alaska Fairbanks,Fairbanks
50711,2001-08-01,coal,67924.0,6990.21,University of Alaska Fairbanks,Fairbanks
50711,2001-09-01,coal,62584.0,6440.611,University of Alaska Fairbanks,Fairbanks
50711,2001-10-01,coal,34880.0,3589.567,University of Alaska Fairbanks,Fairbanks
50711,2001-11-01,coal,18358.0,1889.246,University of Alaska Fairbanks,Fairbanks
50711,2001-12-01,coal,18191.0,1872.0710000000001,University of Alaska Fairbanks,Fairbanks
52184,2001-01-01,gas,34476.0,3358.2450000000003,Tesoro Alaska Petroleum,Kenai
52184,2001-02-01,gas,62844.0,6121.601000000001,Tesoro Alaska Petroleum,Kenai
52184,2001-03-01,gas,63041.0,6140.791,Tesoro Alaska Petroleum,Kenai
52184,2001-04-01,gas,29945.0,2916.876,Tesoro Alaska Petroleum,Kenai
52184,2001-05-01,gas,29748.0,2897.686,Tesoro Alaska Petroleum,Kenai
52184,2001-06-01,gas,24034.0,2341.176,Tesoro Alaska Petroleum,Kenai
52184,2001-07-01,gas,55752.0,5430.762000000001,Tesoro Alaska Petroleum,Kenai
52184,2001-08-01,gas,80180.0,7810.318,Tesoro Alaska Petroleum,Kenai
52184,2001-09-01,gas,73876.0,7196.2390000000005,Tesoro Alaska Petroleum,Kenai
52184,2001-10-01,gas,41174.0,4010.704,Tesoro Alaska Petroleum,Kenai
52184,2001-11-01,gas,21670.0,2110.897,Tesoro Alaska Petroleum,Kenai
52184,2001-12-01,gas,21473.0,2091.707,Tesoro Alaska Petroleum,Kenai
54452,2001-01-01,gas,36751.0,5570.983,Agrium Kenai Nitrogen Op,Kenai
54452,2001-02-01,gas,66991.0,10155.106,Agrium Kenai Nitrogen Op,Kenai
54452,2001-03-01,gas,67201.0,10186.94,Agrium Kenai Nitrogen Op,Kenai
54452,2001-04-01,gas,31920.0,4838.796,Agrium Kenai Nitrogen Op,Kenai
54452,2001-05-01,gas,31710.0,4806.962,Agrium Kenai Nitrogen Op,Kenai
54452,2001-06-01,gas,25620.0,3883.771,Agrium Kenai Nitrogen Op,Kenai
54452,2001-07-01,gas,59431.0,9009.075,Agrium Kenai Nitrogen Op,Kenai
54452,2001-08-01,gas,85471.0,12956.514,Agrium Kenai Nitrogen Op,Kenai
54452,2001-09-01,gas,78751.0,11937.82,Agrium Kenai Nitrogen Op,Kenai
54452,2001-10-01,gas,43891.0,6653.345,Agrium Kenai Nitrogen Op,Kenai
54452,2001-11-01,gas,23100.0,3501.761,Agrium Kenai Nitrogen Op,Kenai
54452,2001-12-01,gas,22890.0,3469.9260000000004,Agrium Kenai Nitrogen Op,Kenai
75,2002-01-01,oil,800.0,62.0,Hank Nikkels Plant 1,Anchorage
75,2002-02-01,oil,256.0,22.0,Hank Nikkels Plant 1,Anchorage
75,2002-03-01,oil,256.0,22.0,Hank Nikkels Plant 1,Anchorage
75,2002-04-01,oil,244.0,18.0,Hank Nikkels Plant 1,Anchorage
75,2002-05-01,oil,198.0,16.0,Hank Nikkels Plant 1,Anchorage
75,2002-06-01,oil,70.0,6.0,Hank Nikkels Plant 1,Anchorage
75,2002-07-01,oil,128.0,10.0,Hank Nikkels Plant 1,Anchorage
75,2002-08-01,oil,208.0,18.0,Hank Nikkels Plant 1,Anchorage
75,2002-09-01,oil,116.0,10.0,Hank Nikkels Plant 1,Anchorage
75,2002-10-01,oil,150.0,4.0,Hank Nikkels Plant 1,Anchorage
75,2002-11-01,oil,140.0,12.0,Hank Nikkels Plant 1,Anchorage
75,2002-12-01,oil,26.0,2.0,Hank Nikkels Plant 1,Anchorage
75,2002-01-01,gas,65694.0,2918.0,Hank Nikkels Plant 1,Anchorage
75,2002-02-01,gas,42767.0,1752.0,Hank Nikkels Plant 1,Anchorage
75,2002-03-01,gas,62029.0,3100.0,Hank Nikkels Plant 1,Anchorage
75,2002-04-01,gas,101589.0,5594.0,Hank Nikkels Plant 1,Anchorage
75,2002-05-01,gas,67731.0,3072.0,Hank Nikkels Plant 1,Anchorage
75,2002-06-01,gas,67162.0,2990.0,Hank Nikkels Plant 1,Anchorage
75,2002-07-01,gas,80059.0,3180.0,Hank Nikkels Plant 1,Anchorage
75,2002-08-01,gas,96918.0,5047.0,Hank Nikkels Plant 1,Anchorage
75,2002-09-01,gas,80643.0,4779.0,Hank Nikkels Plant 1,Anchorage
75,2002-10-01,gas,101377.0,5839.0,Hank Nikkels Plant 1,Anchorage
75,2002-11-01,gas,62743.0,3363.0,Hank Nikkels Plant 1,Anchorage
75,2002-12-01,gas,4397.0,122.0,Hank Nikkels Plant 1,Anchorage
77,2002-01-01,hydro,101038.24,9932.0,Eklutna,Palmer
77,2002-02-01,hydro,81017.77,7964.0,Eklutna,Palmer
77,2002-03-01,hydro,119695.52,11766.0,Eklutna,Palmer
77,2002-04-01,hydro,162239.0,15948.0,Eklutna,Palmer
77,2002-05-01,hydro,110519.47,10864.0,Eklutna,Palmer
77,2002-06-01,hydro,138810.59,13645.0,Eklutna,Palmer
77,2002-07-01,hydro,146877.77,14438.0,Eklutna,Palmer
77,2002-08-01,hydro,205240.28,20175.0,Eklutna,Palmer
77,2002-09-01,hydro,182412.06,17931.0,Eklutna,Palmer
77,2002-10-01,hydro,151028.36,14846.0,Eklutna,Palmer
77,2002-11-01,hydro,121343.54,11928.0,Eklutna,Palmer
77,2002-12-01,hydro,120336.42,11829.0,Eklutna,Palmer
79,2002-01-01,coal,129329.0,14361.496,Aurora Energy LLC,Fairbanks
79,2002-02-01,coal,109079.0,12112.859,Aurora Energy LLC,Fairbanks
79,2002-03-01,coal,118654.0,13176.082,Aurora Energy LLC,Fairbanks
79,2002-04-01,coal,112732.0,12518.532,Aurora Energy LLC,Fairbanks
79,2002-05-01,coal,118794.0,13191.722,Aurora Energy LLC,Fairbanks
79,2002-06-01,coal,88577.0,9836.199,Aurora Energy LLC,Fairbanks
79,2002-07-01,coal,105590.0,11725.432,Aurora Energy LLC,Fairbanks
79,2002-08-01,coal,110499.0,12270.566,Aurora Energy LLC,Fairbanks
79,2002-09-01,coal,134569.0,14943.45,Aurora Energy LLC,Fairbanks
79,2002-10-01,coal,140948.0,15651.831,Aurora Energy LLC,Fairbanks
79,2002-11-01,coal,128583.0,14278.732,Aurora Energy LLC,Fairbanks
79,2002-12-01,coal,142410.0,15814.1,Aurora Energy LLC,Fairbanks
